PR,PK,Longitude,Latitude
16,1185,20516048.7188905,5523999.45375009
16,1190,20516079.5016334,5523960.05333405
16,1195,20516110.2843763,5523920.652918
16,1200,20516141.0671192,5523881.25250196
16,1205,20516171.8498621,5523841.85208592
16,1210,20516202.632605,5523802.45166988
16,1215,20516233.4153478,5523763.05125384
16,1220,20516264.1980907,5523723.6508377995
16,1225,20516294.9808336,5523684.25042177
16,1230,20516325.7635765,5523644.85000573
16,1235,20516356.5463194,5523605.4495897
16,1240,20516387.3290623,5523566.04917367
16,1245,20516418.1118051,5523526.64875764
16,1250,20516448.894548,5523487.24834161
16,1255,20516479.6772909,5523447.84792558
16,1260,20516510.4600337,5523408.44750956
16,1265,20516541.2427766,5523369.04709353
16,1270,20516572.0255194,5523329.6466775
16,1275,20516602.8082623,5523290.24626148
16,1280,20516633.5910051,5523250.84584546
16,1285,20516664.373748,5523211.44542944
16,1290,20516695.1564908,5523172.04501342
16,1295,20516725.9392337,5523132.64459741
16,1300,20516756.7219765,5523093.24418139
16,1305,20516787.5047193,5523053.84376538
16,1310,20516818.2874622,5523014.44334936
16,1315,20516849.070205,5522975.04293335
16,1320,20516879.8529478,5522935.64251734
16,1325,20516910.6356906,5522896.24210133
16,1330,20516941.4184334,5522856.84168532
16,1335,20516972.2011763,5522817.44126931
16,1340,20517002.9839191,5522778.04085331
16,1345,20517033.7666619,5522738.64043731
16,1350,20517064.5494047,5522699.24002131
16,1355,20517095.3321475,5522659.8396053
16,1360,20517126.1148903,5522620.4391893
16,1365,20517156.8976331,5522581.0387733
16,1370,20517187.6803758,5522541.63835731
16,1375,20517218.4631186,5522502.23794131
16,1380,20517249.2458614,5522462.83752531
16,1385,20517280.0286042,5522423.43710932
16,1390,20517310.811347,5522384.03669333
18,955,20514790.3143803,5525935.00385981
18,960,20514821.0971233,5525895.60344369
18,965,20514851.8798663,5525856.20302757
18,970,20514882.6626093,5525816.80261146
18,975,20514913.4453524,5525777.40219534
18,980,20514944.2280954,5525738.00177922
18,985,20514975.0108385,5525698.60136311
18,990,20515005.7935815,5525659.200947
18,995,20515036.5763245,5525619.8005309
18,1000,20515067.3590676,5525580.40011478
18,1005,20515098.1418106,5525540.99969868
18,1010,20515128.9245536,5525501.59928257
18,1015,20515159.7072966,5525462.19886647
18,1020,20515190.4900396,5525422.79845037
18,1025,20515221.2727827,5525383.39803426
18,1030,20515252.0555257,5525343.99761816
18,1035,20515282.8382687,5525304.59720206
18,1040,20515313.6210117,5525265.19678596
18,1045,20515344.4037547,5525225.79636987
18,1050,20515375.1864977,5525186.39595377
18,1055,20515405.9692406,5525146.99553768
18,1060,20515436.7519836,5525107.59512158
18,1065,20515467.5347266,5525068.1947055
18,1070,20515498.3174696,5525028.7942894
18,1075,20515529.1002126,5524989.39387332
18,1080,20515559.8829555,5524949.99345723
18,1085,20515590.6656985,5524910.59304114
18,1090,20515621.4484415,5524871.19262505
18,1095,20515652.2311845,5524831.79220897
18,1100,20515683.0139274,5524792.39179289
18,1105,20515713.7966704,5524752.99137681
18,1110,20515744.5794133,5524713.59096073
18,1115,20515775.3621563,5524674.19054466
18,1120,20515806.1448992,5524634.79012857
18,1125,20515836.9276422,5524595.3897125
18,1130,20515867.7103851,5524555.98929643
18,1135,20515898.4931281,5524516.58888036
18,1140,20515929.275871,5524477.18846428
18,1145,20515960.0586139,5524437.78804821
18,1150,20515990.8413568,5524398.38763214
18,1155,20516021.6240998,5524358.98721608
18,1160,20516052.4068427,5524319.58680001
18,1165,20516083.1895856,5524280.18638395
18,1170,20516113.9723285,5524240.78596788
18,1175,20516144.7550714,5524201.38555182
18,1180,20516175.5378143,5524161.98513576
18,1185,20516206.3205573,5524122.5847197
18,1190,20516237.1033002,5524083.18430364
18,1195,20516267.8860431,5524043.78388758
18,1200,20516298.668786,5524004.38347153
18,1205,20516329.4515288,5523964.98305548
18,1210,20516360.2342717,5523925.58263942
18,1215,20516391.0170146,5523886.18222337
18,1220,20516421.7997575,5523846.78180732
18,1225,20516452.5825004,5523807.38139127
18,1230,20516483.3652433,5523767.98097522
18,1235,20516514.1479861,5523728.58055918
18,1240,20516544.930729,5523689.18014313
18,1245,20516575.7134719,5523649.77972709
18,1250,20516606.4962147,5523610.37931105
18,1255,20516637.2789576,5523570.97889501
18,1260,20516668.0617004,5523531.57847897
18,1265,20516698.8444433,5523492.17806293
18,1270,20516729.6271861,5523452.77764689
18,1275,20516760.409929,5523413.37723085
18,1280,20516791.1926718,5523373.97681482
18,1285,20516821.9754147,5523334.57639879
18,1290,20516852.7581575,5523295.17598275
18,1295,20516883.5409004,5523255.77556673
18,1300,20516914.3236432,5523216.3751507
18,1305,20516945.106386,5523176.97473467
18,1310,20516975.8891288,5523137.57431865
18,1315,20517006.6718717,5523098.17390262
18,1320,20517037.4546145,5523058.77348659
18,1325,20517068.2373573,5523019.37307057
18,1330,20517099.0201001,5522979.97265456
18,1335,20517129.8028429,5522940.57223853
18,1340,20517160.5855857,5522901.17182252
18,1345,20517191.3683285,5522861.77140649
